temperature_c,humidity_percent,co2_ppm,methane_ppm,smoke_density,air_quality_index,room_type,status,heat_index,gas_ratio,fire_risk_score,air_degradation,hour,day_of_week
25.69,43.1,580,0.0,3.8,84,garage,Safe,27.845,0.0,1.6934,91.6,0,6
28.7,59.5,1030,0.0,27.9,214,basement,Warning,31.675,0.0,2.838,269.8,0,6
49.83,77.2,4572,84.89,80.2,519,kitchen,Danger,53.69,0.0185633063634375,6.1978,679.4,0,6
23.57,40.2,490,0.0,0.4,126,kitchen,Safe,25.58,0.0,1.4302,126.8,1,6
53.89,67.9,4535,57.94,83.0,474,basement,Danger,57.285,0.0127733686067019,6.553399999999999,640.0,1,6
25.62,50.6,613,0.0,2.3,112,bedroom,Safe,28.15,0.0,1.6292000000000002,116.6,1,6
25.47,42.2,577,0.0,4.5,112,living_room,Safe,27.58,0.0,1.7081999999999995,121.0,1,6
26.93,65.0,841,0.0,11.7,181,kitchen,Warning,30.18,0.0,2.0838,204.4,1,6
17.81,54.9,787,0.0,4.3,136,bedroom,Safe,20.555,0.0,1.2406,144.6,1,6
22.11,46.7,709,0.0,1.0,128,bedroom,Safe,24.445,0.0,1.3666,130.0,1,6
32.69,51.4,1046,0.0,25.3,308,kitchen,Warning,35.26,0.0,2.9734,358.6,1,6
37.73,57.2,1731,77.09,95.7,336,kitchen,Danger,40.59,0.0445092378752886,6.0918,527.4,1,6
20.1,50.9,621,0.0,3.6,95,bedroom,Safe,22.645000000000003,0.0,1.35,102.2,1,6
20.39,40.3,544,0.0,10.0,121,kitchen,Safe,22.405,0.0,1.6234000000000002,141.0,1,6
19.58,50.3,767,0.0,3.9,149,garage,Safe,22.095,0.0,1.3308,156.8,1,6
29.55,37.7,1198,0.0,13.4,304,kitchen,Warning,31.435,0.0,2.309,330.8,1,6
21.85,52.2,600,0.0,7.5,96,basement,Safe,24.46,0.0,1.611,111.0,1,6
19.26,50.5,700,0.0,2.8,144,living_room,Safe,21.785,0.0,1.2676,149.6,1,6
26.75567233137783,63.44767620528935,1298,0.0,14.6,225,kitchen,Warning,29.928056141642298,0.0,2.18934033988267,254.2,1,6
19.54,48.5,473,0.0,7.6,97,basement,Safe,21.965,0.0,1.4764,112.2,1,6
22.94,41.2,502,0.0,5.2,86,kitchen,Safe,25.0,0.0,1.5844,96.4,1,6
21.49,47.8,771,0.0,2.6,109,kitchen,Safe,23.88,0.0,1.3933999999999995,114.2,1,6
35.14,61.0,1500,0.0,17.9,313,basement,Warning,38.19,0.0,2.8244,348.8,1,6
18.27,42.7,738,0.0,6.1,68,living_room,Safe,20.405,0.0,1.3401999999999998,80.2,1,6
16.0,52.7,745,0.0,3.9,66,bedroom,Safe,18.635,0.0,1.116,73.8,1,6
25.26,47.5,766,0.0,1.6,154,basement,Safe,27.635,0.0,1.5796,157.2,1,6
22.74001078104468,42.07745582228184,631,0.0,7.6,122,basement,Safe,24.843883572158774,0.0,1.6684006468626809,137.2,1,6
24.1,52.4,721,0.0,8.6,55,living_room,Safe,26.72,0.0,1.7900000000000005,72.2,1,6
24.13,51.3,514,0.0,6.2,144,bedroom,Safe,26.695,0.0,1.6957999999999998,156.4,1,6
20.05,58.8,572,0.0,7.0,111,basement,Safe,22.99,0.0,1.483,125.0,1,6
25.68,46.0,557,0.0,3.5,56,living_room,Safe,27.98,0.0,1.6808,63.0,1,6
35.53,47.5,956,0.0,14.9,240,garage,Warning,37.905,0.0,2.7278,269.8,1,6
20.68,54.4,677,0.0,0.4,80,living_room,Safe,23.4,0.0,1.2568,80.8,1,6
21.8,49.3,800,0.0,6.2,67,kitchen,Safe,24.265,0.0,1.556,79.4,1,6
23.28,59.0,576,0.0,6.4,103,bedroom,Safe,26.23,0.0,1.6527999999999998,115.8,1,6
20.04,59.3,644,0.0,8.3,62,living_room,Safe,23.005,0.0,1.5344,78.6,1,6
30.63,33.7,874,0.0,14.0,309,basement,Warning,32.315,0.0,2.3978,337.0,1,6
19.95,49.9,472,0.0,6.9,88,basement,Safe,22.445,0.0,1.473,101.8,1,6
21.94,44.0,575,0.0,5.2,101,basement,Safe,24.14,0.0,1.5244,111.4,1,6
19.02,41.5,534,0.0,8.3,147,basement,Safe,21.095,0.0,1.4731999999999998,163.6,1,6
26.35,57.1,598,0.0,6.7,108,kitchen,Safe,29.205,0.0,1.849,121.4,1,6
21.74,55.8,453,0.0,0.8,55,kitchen,Safe,24.53,0.0,1.3363999999999998,56.6,1,6
34.28,59.2,1514,0.0,21.3,168,garage,Warning,37.24,0.0,2.9088000000000003,210.6,1,6
21.58,48.2,758,0.0,9.2,142,living_room,Safe,23.99,0.0,1.6628,160.4,1,6
54.19,58.1,4256,38.03,94.6,524,living_room,Danger,57.095,0.0089335212591026,7.035399999999998,713.2,1,6
54.64,55.9,4266,61.2,64.9,467,bedroom,Danger,57.435,0.0143426294820717,5.8744,596.8,1,6
36.24905511872299,58.54826241527973,1180,0.0,31.1,173,basement,Warning,39.17646823948698,0.0,3.4189433071233792,235.2,1,6
24.32,54.1,505,0.0,10.3,119,living_room,Safe,27.025,0.0,1.8712,139.6,1,6
20.16,59.2,727,0.0,2.4,91,bedroom,Safe,23.12,0.0,1.3056,95.8,1,6
54.44,51.2,4898,96.01,55.2,442,kitchen,Danger,57.0,0.0195978771177791,5.4744,552.4,1,6
21.96,60.1,713,0.0,10.2,83,bedroom,Safe,24.965,0.0,1.7256,103.4,1,6
17.93,47.3,405,0.0,1.0,66,kitchen,Safe,20.295,0.0,1.1158,68.0,1,6
17.45,50.6,700,0.0,2.0,133,bedroom,Safe,19.98,0.0,1.127,137.0,1,6
32.6,36.1,1233,0.0,29.6,279,living_room,Warning,34.405,0.0,3.14,338.2,1,6
35.42,63.2,1175,0.0,27.5,254,living_room,Warning,38.58,0.0,3.2252,309.0,1,6
19.49,58.6,654,0.0,8.6,82,garage,Safe,22.42,0.0,1.5134,99.2,1,6
31.41804673224995,49.72461522364603,1523,0.0,29.1,280,garage,Warning,33.904277493432254,0.0,3.049082803934997,338.2,1,6
23.51,51.4,746,0.0,3.8,94,living_room,Safe,26.08,0.0,1.5626,101.6,1,6
28.35,37.9,1263,0.0,19.4,196,basement,Warning,30.245,0.0,2.4770000000000003,234.8,1,6
34.39,51.3,1472,0.0,14.2,232,bedroom,Warning,36.955,0.0,2.6314,260.4,1,6
28.06,67.7,921,0.0,19.3,235,kitchen,Warning,31.445,0.0,2.4556,273.6,1,6
17.29,57.4,691,0.0,2.3,56,basement,Safe,20.16,0.0,1.1294,60.6,1,6
29.522928154154474,50.8103093212359,1394,0.0,16.6,238,basement,Warning,32.06344362021627,0.0,2.4353756892492684,271.2,1,6
22.61,54.8,433,0.0,6.4,148,living_room,Safe,25.35,0.0,1.6125999999999998,160.8,1,6
24.97,42.8,764,0.0,8.2,62,kitchen,Safe,27.11,0.0,1.8262,78.4,1,6
22.84,45.2,445,0.0,8.8,110,kitchen,Safe,25.1,0.0,1.7224,127.6,1,6
33.913711315815725,47.94683820458688,1179,0.0,15.4,190,basement,Warning,36.31105322604507,0.0,2.6508226789489435,220.8,1,6
58.34,26.3,3159,56.71,64.8,515,living_room,Danger,59.655,0.0179462025316455,6.0924,644.6,1,6
28.42,33.9,940,0.0,24.2,217,living_room,Warning,30.115,0.0,2.6732,265.4,1,6
25.22,41.2,437,0.0,10.6,152,bedroom,Safe,27.28,0.0,1.9372,173.2,1,6
21.77,47.6,715,0.0,3.6,144,living_room,Safe,24.15,0.0,1.4502,151.2,1,6
19.34,51.6,458,0.0,-0.2,119,living_room,Safe,21.92,0.0,1.1524,118.6,1,6
25.29,60.0,1386,0.0,16.5,178,bedroom,Warning,28.29,0.0,2.1774,211.0,1,6
40.19,46.5,1783,61.66,72.1,519,garage,Danger,42.515,0.0345627802690582,5.295399999999999,663.2,2,6
27.68,66.0,1288,0.0,14.1,301,basement,Warning,30.98,0.0,2.2248,329.2,2,6
21.1,45.9,599,0.0,4.2,91,garage,Safe,23.395000000000003,0.0,1.434,99.4,2,6
22.71,54.5,680,0.0,0.6,65,living_room,Safe,25.435,0.0,1.3866,66.2,2,6
26.52,43.3,1418,0.0,23.4,176,bedroom,Warning,28.685,0.0,2.5272,222.8,2,6
19.95,46.9,807,0.0,9.4,83,basement,Safe,22.295,0.0,1.573,101.8,2,6
27.612807151860405,50.78949359822891,780,0.0,10.7,118,kitchen,Safe,30.15228183177185,0.0,2.0847684291116244,139.4,2,6
25.0,42.7,762,0.0,4.5,137,garage,Safe,27.135,0.0,1.6800000000000002,146.0,2,6
30.76,43.9,1312,0.0,18.9,196,kitchen,Warning,32.955,0.0,2.6016,233.8,2,6
22.55,46.8,632,0.0,8.8,59,bedroom,Safe,24.89,0.0,1.705,76.6,2,6
34.7,66.7,1371,0.0,22.9,310,basement,Warning,38.035,0.0,2.998,355.8,2,6
24.94,67.2,1060,0.0,26.1,170,bedroom,Warning,28.3,0.0,2.5404000000000004,222.2,2,6
32.07,65.2,1227,0.0,29.9,261,kitchen,Warning,35.33,0.0,3.1202,320.8,2,6
24.94,46.6,715,0.0,5.6,115,living_room,Safe,27.270000000000003,0.0,1.7204000000000002,126.2,2,6
18.52,48.7,623,0.0,9.1,139,kitchen,Safe,20.955,0.0,1.4752,157.2,2,6
18.3,50.0,643,0.0,8.9,50,basement,Safe,20.8,0.0,1.4540000000000002,67.8,2,6
20.93,44.4,537,0.0,8.6,89,bedroom,Safe,23.15,0.0,1.5998,106.2,2,6
23.26,45.6,691,0.0,8.5,114,living_room,Safe,25.540000000000003,0.0,1.7356000000000005,131.0,2,6
18.48,45.2,413,0.0,3.3,74,bedroom,Safe,20.74,0.0,1.2408,80.6,2,6
35.69,37.6,1436,0.0,30.0,191,garage,Warning,37.57,0.0,3.3414,251.0,2,6
25.27,49.8,759,0.0,8.4,133,basement,Safe,27.76,0.0,1.8522,149.8,2,6
18.43,54.7,453,0.0,7.6,102,garage,Safe,21.165,0.0,1.4098,117.2,2,6
18.94,41.2,769,0.0,4.7,89,bedroom,Safe,21.0,0.0,1.3244000000000002,98.4,2,6
25.66,56.0,578,0.0,6.8,93,garage,Safe,28.46,0.0,1.8116,106.6,2,6
34.58,49.4,1222,0.0,17.0,310,bedroom,Warning,37.05,0.0,2.7548,344.0,2,6
26.02,45.0,840,0.0,13.6,178,garage,Warning,28.27,0.0,2.1052,205.2,2,6
19.85,56.0,698,0.0,7.9,68,basement,Safe,22.65,0.0,1.507,83.8,2,6
16.98,51.9,468,0.0,0.2,138,kitchen,Safe,19.575,0.0,1.0268000000000002,138.4,2,6
20.93,57.5,559,0.0,3.1,101,living_room,Safe,23.805,0.0,1.3798,107.2,2,6
19.31,57.7,581,0.0,4.8,90,garage,Safe,22.195,0.0,1.3505999999999998,99.6,2,6
51.0,40.5,4952,38.01,57.7,526,garage,Danger,53.025,0.0076741368867353,5.368,641.4,2,6
33.15,63.0,1238,0.0,32.3,199,kitchen,Warning,36.3,0.0,3.281,263.6,2,6
18.28,57.5,499,0.0,-0.1,132,bedroom,Safe,21.155,0.0,1.0928,131.8,2,6
21.55,43.2,708,0.0,7.1,150,bedroom,Safe,23.71,0.0,1.577,164.2,2,6
21.13,44.6,765,0.0,5.4,80,bedroom,Safe,23.36,0.0,1.4838,90.8,2,6
18.42,42.3,773,0.0,7.9,104,basement,Safe,20.535,0.0,1.4212000000000002,119.8,2,6
18.08,55.4,648,0.0,3.0,53,basement,Safe,20.85,0.0,1.2048,59.0,2,6
22.23,43.7,684,0.0,4.3,146,kitchen,Safe,24.415,0.0,1.5058,154.6,2,6
22.77,55.1,707,0.0,5.8,60,kitchen,Safe,25.525,0.0,1.5981999999999998,71.6,2,6
23.93,48.2,601,0.0,5.0,135,garage,Safe,26.34,0.0,1.6357999999999997,145.0,2,6
18.14,42.1,643,0.0,3.7,54,living_room,Safe,20.245,0.0,1.2364000000000002,61.4,2,6
19.67,57.7,512,0.0,3.2,71,garage,Safe,22.555000000000003,0.0,1.3082,77.4,2,6
23.66,59.1,553,0.0,5.6,56,garage,Safe,26.615,0.0,1.6436,67.2,2,6
20.01,41.9,694,0.0,8.7,114,kitchen,Safe,22.105,0.0,1.5486,131.4,2,6
23.91,60.2,652,0.0,1.7,60,bedroom,Safe,26.92,0.0,1.5026,63.4,2,6
21.75,57.3,601,0.0,8.6,102,living_room,Safe,24.615,0.0,1.6489999999999998,119.2,2,6
23.96380866279372,45.34497973122173,611,0.0,2.4,128,kitchen,Safe,26.231057649354803,0.0,1.533828519767623,132.8,2,6
28.67,33.7,926,0.0,28.5,303,basement,Warning,30.355,0.0,2.8602000000000003,360.0,2,6
24.13,56.9,754,0.0,7.6,85,bedroom,Safe,26.975,0.0,1.7517999999999998,100.2,2,6
20.67,45.3,713,0.0,6.3,113,bedroom,Safe,22.935,0.0,1.4922,125.6,2,6
18.767591941976026,59.824526943462594,708,0.0,10.3,98,basement,Safe,21.75881828914915,0.0,1.5380555165185612,118.6,2,6
19.56,41.2,456,0.0,2.9,148,garage,Safe,21.62,0.0,1.2896,153.8,2,6
20.21,58.6,436,0.0,4.4,83,kitchen,Safe,23.14,0.0,1.3885999999999998,91.8,2,6
35.46,41.1,1452,0.0,20.3,237,bedroom,Warning,37.515,0.0,2.9396,277.6,2,6
16.68,49.1,673,0.0,2.6,79,garage,Safe,19.135,0.0,1.1047999999999998,84.2,2,6
18.54,46.6,733,0.0,7.5,113,garage,Safe,20.87,0.0,1.4124,128.0,2,6
19.27,55.5,601,0.0,4.7,80,basement,Safe,22.045,0.0,1.3442,89.4,2,6
23.57,57.9,553,0.0,8.2,120,living_room,Safe,26.465,0.0,1.7422,136.4,2,6
32.25,31.6,1202,0.0,29.8,246,basement,Warning,33.83,0.0,3.127,305.6,2,6
21.51,40.8,613,0.0,5.7,58,kitchen,Safe,23.55,0.0,1.5186,69.4,2,6
19.79,45.8,781,0.0,2.7,68,garage,Safe,22.08,0.0,1.2954,73.4,2,6
20.16229178153037,42.83648286374543,553,0.0,7.9,133,living_room,Safe,22.30411592471765,0.0,1.5257375068918224,148.8,2,6
33.56,61.9,1307,0.0,17.7,218,garage,Warning,36.655,0.0,2.7216,253.4,2,6
21.73,48.0,738,0.0,2.8,65,bedroom,Safe,24.13,0.0,1.4158,70.6,2,6
40.84,57.4,2718,83.46,43.5,484,basement,Danger,43.71,0.0306951084957705,4.1904,571.0,3,6
34.88,45.5,975,0.0,15.5,179,bedroom,Warning,37.155,0.0,2.7128,210.0,3,6
24.48,54.4,449,0.0,6.8,137,living_room,Safe,27.2,0.0,1.7407999999999997,150.6,3,6
23.2,54.3,727,0.0,7.5,70,basement,Safe,25.915,0.0,1.6920000000000002,85.0,3,6
17.930795060385183,61.60708658636551,410,0.0,6.0,116,kitchen,Safe,21.01114938970346,0.0,1.315847703623111,128.0,3,6
22.05,47.8,650,0.0,8.4,54,living_room,Safe,24.44,0.0,1.659,70.8,3,6
19.01,49.8,780,0.0,0.9,138,kitchen,Safe,21.5,0.0,1.1766,139.8,3,6
18.82,43.0,737,0.0,5.5,86,bedroom,Safe,20.97,0.0,1.3492000000000002,97.0,3,6
22.88,49.0,423,0.0,7.9,150,basement,Safe,25.33,0.0,1.6888,165.8,3,6
23.85,58.0,444,0.0,7.3,145,basement,Safe,26.75,0.0,1.723,159.6,3,6
20.55,47.3,743,0.0,5.7,122,garage,Safe,22.915,0.0,1.461,133.4,3,6
23.58,44.4,556,0.0,4.3,152,living_room,Safe,25.8,0.0,1.5867999999999998,160.6,3,6
38.24,58.0,4491,65.27,80.9,329,basement,Danger,41.14,0.0145302760463045,5.5304,490.8,3,6
20.52,51.4,654,0.0,5.0,53,living_room,Safe,23.09,0.0,1.4312,63.0,3,6
19.23,46.0,786,0.0,9.4,83,kitchen,Safe,21.53,0.0,1.5298,101.8,3,6
20.5,56.6,776,0.0,0.3,59,living_room,Safe,23.33,0.0,1.2419999999999998,59.6,3,6
26.89,53.1,476,0.0,5.1,126,bedroom,Safe,29.545,0.0,1.8174,136.2,3,6
23.19,54.4,761,0.0,10.5,102,basement,Safe,25.91,0.0,1.8114,123.0,3,6
20.35,48.6,689,0.0,6.2,81,garage,Safe,22.78,0.0,1.469,93.4,3,6
18.86,47.0,619,0.0,0.4,143,kitchen,Safe,21.21,0.0,1.1476,143.8,3,6
21.01,42.1,652,0.0,1.3,76,living_room,Safe,23.115,0.0,1.3126,78.6,3,6
23.93,46.6,739,0.0,5.9,82,living_room,Safe,26.26,0.0,1.6718,93.8,3,6
29.2647033507955,50.0515685778122,1029,0.0,25.8,178,kitchen,Warning,31.767281779686108,0.0,2.78788220104773,229.6,3,6
20.53,56.1,661,0.0,2.2,79,bedroom,Safe,23.335,0.0,1.3198,83.4,3,6
22.23,47.4,782,0.0,5.0,148,kitchen,Safe,24.6,0.0,1.5337999999999998,158.0,3,6
25.56,46.3,1219,0.0,31.0,280,kitchen,Warning,27.875,0.0,2.7736,342.0,3,6
22.53,51.7,634,0.0,8.2,68,bedroom,Safe,25.115,0.0,1.6798000000000002,84.4,3,6
20.96,55.4,578,0.0,7.3,89,kitchen,Safe,23.73,0.0,1.5496,103.6,3,6
23.59,52.5,519,0.0,6.3,124,kitchen,Safe,26.215,0.0,1.6674,136.6,3,6
21.71,51.2,472,0.0,9.0,126,bedroom,Safe,24.27,0.0,1.6626,144.0,3,6
18.61,46.0,550,0.0,9.4,57,basement,Safe,20.91,0.0,1.4926,75.8,3,6
20.74,58.2,744,0.0,8.8,56,kitchen,Safe,23.65,0.0,1.5963999999999998,73.6,3,6
18.8,55.9,493,0.0,8.7,140,bedroom,Safe,21.595,0.0,1.476,157.4,3,6
34.54,43.0,1425,0.0,14.0,198,kitchen,Warning,36.69,0.0,2.6324,226.0,3,6
58.54,77.6,2624,24.73,47.0,373,garage,Danger,62.42,0.0094209523809523,5.392399999999999,467.0,3,6
21.4,50.2,651,0.0,2.2,117,living_room,Safe,23.91,0.0,1.372,121.4,3,6
21.66,53.6,665,0.0,1.9,116,garage,Safe,24.34,0.0,1.3756,119.8,3,6
22.45,42.9,699,0.0,10.4,134,living_room,Safe,24.595,0.0,1.763,154.8,3,6
22.08,48.0,703,0.0,1.5,114,garage,Safe,24.48,0.0,1.3847999999999998,117.0,3,6
28.47,48.2,1282,0.0,13.0,256,bedroom,Warning,30.88,0.0,2.2282,282.0,3,6
19.76,45.4,647,0.0,7.4,125,bedroom,Safe,22.03,0.0,1.4816,139.8,3,6
24.88,58.5,691,0.0,8.5,76,basement,Safe,27.805,0.0,1.8328,93.0,3,6
26.96,66.4,946,0.0,18.6,223,kitchen,Warning,30.28,0.0,2.3616,260.2,3,6
21.87,49.3,703,0.0,4.1,66,kitchen,Safe,24.335,0.0,1.4762,74.2,3,6
23.01,57.0,458,0.0,6.7,68,basement,Safe,25.86,0.0,1.6486,81.4,3,6
56.44,65.4,2009,90.16,87.1,540,basement,Danger,59.71,0.0448557213930348,6.870399999999999,714.2,3,6
25.42,47.5,465,0.0,6.1,133,kitchen,Safe,27.795,0.0,1.7692,145.2,3,6
53.67,78.2,1982,97.69,61.9,358,bedroom,Danger,57.58,0.0492637418053454,5.6962,481.8,3,6
58.64,74.6,2452,42.59,87.3,413,basement,Danger,62.37,0.0173624133713819,7.0104,587.6,3,6
22.49,54.0,762,0.0,2.1,146,kitchen,Safe,25.19,0.0,1.4333999999999998,150.2,3,6
18.17,53.0,589,0.0,9.7,85,bedroom,Safe,20.82,0.0,1.4782,104.4,3,6
24.68,44.8,687,0.0,10.5,116,garage,Safe,26.92,0.0,1.9008,137.0,3,6
23.0,42.1,813,0.0,9.7,56,garage,Safe,25.105,0.0,1.768,75.4,3,6
18.7,57.8,715,0.0,7.4,53,basement,Safe,21.59,0.0,1.418,67.8,4,6
25.34,52.1,761,0.0,3.8,97,bedroom,Safe,27.945,0.0,1.6724,104.6,4,6
33.41,64.0,1536,0.0,20.7,190,garage,Warning,36.61,0.0,2.8326,231.4,4,6
50.7,49.5,3231,29.07,49.3,488,living_room,Danger,53.175,0.0089944306930693,5.014,586.6,4,6
21.94,58.3,738,0.0,6.9,118,living_room,Safe,24.855,0.0,1.5924,131.8,4,6
19.3,43.8,453,0.0,3.6,110,basement,Safe,21.49,0.0,1.302,117.2,4,6
35.55,62.5,946,0.0,28.3,207,basement,Warning,38.675,0.0,3.265,263.6,4,6
21.45,46.6,639,0.0,3.2,115,garage,Safe,23.78,0.0,1.4149999999999998,121.4,4,6
21.87,47.5,672,0.0,3.8,87,basement,Safe,24.245,0.0,1.4642,94.6,4,6
19.65,51.2,434,0.0,6.4,49,garage,Safe,22.21,0.0,1.435,61.8,4,6
23.68,47.3,628,0.0,6.9,115,bedroom,Safe,26.045,0.0,1.6968,128.8,4,6
18.56,46.4,549,0.0,4.9,140,living_room,Safe,20.88,0.0,1.3096,149.8,4,6
24.94,43.1,773,0.0,1.2,118,bedroom,Safe,27.095,0.0,1.5444,120.4,4,6
20.89,55.2,535,0.0,7.6,66,basement,Safe,23.65,0.0,1.5574,81.2,4,6
21.54,53.5,427,0.0,2.2,132,living_room,Safe,24.215,0.0,1.3804,136.4,4,6
17.4,40.0,401,0.0,-0.3,59,kitchen,Safe,19.4,0.0,1.032,58.4,4,6
23.88,40.4,796,0.0,8.9,144,basement,Safe,25.9,0.0,1.7887999999999995,161.8,4,6
52.89,32.5,4798,76.87,106.2,513,kitchen,Danger,54.515,0.0160179204000833,7.4214,725.4,4,6
20.99,49.0,547,0.0,9.9,134,garage,Safe,23.44,0.0,1.6553999999999998,153.8,4,6
25.3,41.4,771,0.0,3.2,121,kitchen,Safe,27.37,0.0,1.646,127.4,4,6
19.39,52.1,465,0.0,5.5,74,garage,Safe,21.995,0.0,1.3834,85.0,4,6
20.21,48.1,658,0.0,0.0,135,living_room,Safe,22.615,0.0,1.2126,135.0,4,6
20.78,42.3,638,0.0,0.9,126,bedroom,Safe,22.895,0.0,1.2828,127.8,4,6
19.5,52.2,769,0.0,9.6,51,garage,Safe,22.11,0.0,1.5539999999999998,70.2,4,6
54.33205720488253,54.97499210399734,1864,52.4,84.2,488,living_room,Danger,57.08080681008239,0.0280965147453083,6.627923432292951,656.4,4,6
24.73255518722081,59.50395587014151,788,0.0,2.8,153,garage,Safe,27.707752980727893,0.0,1.595953311233249,158.6,4,6
20.07,57.5,665,0.0,3.3,115,kitchen,Safe,22.945,0.0,1.3362,121.6,4,6
19.18,58.8,735,0.0,9.1,121,bedroom,Safe,22.12,0.0,1.5148,139.2,4,6
27.11,32.3,1111,0.0,18.9,174,bedroom,Warning,28.725,0.0,2.3826,211.8,4,6
22.17,56.3,515,0.0,1.1,83,kitchen,Safe,24.985,0.0,1.3742,85.2,4,6
19.15,43.6,460,0.0,8.3,90,garage,Safe,21.33,0.0,1.481,106.6,4,6
19.71,43.7,621,0.0,4.9,82,kitchen,Safe,21.895000000000003,0.0,1.3786,91.8,4,6
19.67,45.7,717,0.0,9.0,147,living_room,Safe,21.955,0.0,1.5402,165.0,4,6
19.85,57.7,792,0.0,3.4,78,basement,Safe,22.735000000000003,0.0,1.327,84.8,4,6
19.14,52.0,793,0.0,2.9,135,kitchen,Safe,21.74,0.0,1.2644,140.8,4,6
33.03,60.9,1113,0.0,16.4,209,living_room,Warning,36.075,0.0,2.6378,241.8,4,6
24.29,47.1,507,0.0,6.1,58,bedroom,Safe,26.645,0.0,1.7014,70.2,4,6
24.87,54.9,499,0.0,4.2,101,garage,Safe,27.615,0.0,1.6602,109.4,4,6
26.2,70.6,1038,0.0,15.6,219,basement,Warning,29.73,0.0,2.196,250.2,4,6
38.9,49.9,4597,59.4,52.1,355,living_room,Danger,41.395,0.0129186602870813,4.418000000000001,459.2,4,6
36.38,30.8,1921,26.74,56.3,394,garage,Danger,37.92,0.0139125910509885,4.4348,506.6,4,6
24.07621362942942,59.691334965604334,759,0.0,4.7,114,bedroom,Safe,27.06078037770964,0.0,1.6325728177657652,123.4,4,6
22.72,49.9,550,0.0,9.3,69,bedroom,Safe,25.215,0.0,1.7352,87.6,4,6
17.7,51.7,716,0.0,0.2,73,kitchen,Safe,20.285,0.0,1.0699999999999998,73.4,4,6
32.82,46.6,968,0.0,20.5,177,bedroom,Warning,35.15,0.0,2.7892,218.0,4,6
24.18,59.9,685,0.0,9.6,138,living_room,Safe,27.175,0.0,1.8348,157.2,4,6
24.11,53.6,604,0.0,10.5,142,garage,Safe,26.79,0.0,1.8666,163.0,4,6
22.06,56.4,521,0.0,9.5,76,garage,Safe,24.88,0.0,1.7035999999999998,95.0,4,6
20.01,48.7,621,0.0,0.5,96,garage,Safe,22.445,0.0,1.2206,97.0,4,6
30.88,35.7,1017,0.0,22.3,292,basement,Warning,32.665,0.0,2.7448,336.6,4,6
22.79,46.1,536,0.0,4.2,116,bedroom,Safe,25.095,0.0,1.5354,124.4,4,6
22.0,44.1,806,0.0,9.3,81,bedroom,Safe,24.205,0.0,1.6920000000000002,99.6,4,6
20.86,52.3,779,0.0,6.8,128,kitchen,Safe,23.475,0.0,1.5236,141.6,4,6
30.55,64.1,951,0.0,16.9,261,living_room,Warning,33.755,0.0,2.5089999999999995,294.8,4,6
18.39,45.8,471,0.0,1.9,71,living_room,Safe,20.68,0.0,1.1794,74.8,4,6
44.05,56.2,5054,36.05,91.5,454,bedroom,Danger,46.86,0.007131552917903,6.303,637.0,4,6
21.48,41.4,588,0.0,3.2,79,bedroom,Safe,23.55,0.0,1.4167999999999998,85.4,4,6
18.23,47.2,676,0.0,7.8,134,bedroom,Safe,20.59,0.0,1.4058,149.6,4,6
20.59,50.9,804,0.0,4.3,113,living_room,Safe,23.135,0.0,1.4074,121.6,4,6
17.95,47.1,583,0.0,1.4,60,garage,Safe,20.305,0.0,1.133,62.8,4,6
21.729903251136268,53.05477001526727,507,0.0,2.3,78,kitchen,Safe,24.38264175189963,0.0,1.395794195068176,82.6,4,6
51.48,66.7,2858,96.75,43.2,352,living_room,Danger,54.815,0.0338405036726128,4.8168,438.4,4,6
18.01,54.7,588,0.0,4.4,134,basement,Safe,20.745,0.0,1.2566000000000002,142.8,4,6
20.96,55.3,746,0.0,7.6,143,garage,Safe,23.725,0.0,1.5616,158.2,4,6
27.49,34.3,1222,0.0,25.0,257,bedroom,Warning,29.205,0.0,2.6494,307.0,4,6
21.62,52.4,722,0.0,3.7,135,garage,Safe,24.24,0.0,1.4452,142.4,4,6
19.59,56.2,753,0.0,6.9,148,bedroom,Safe,22.4,0.0,1.4514,161.8,4,6
19.28,56.4,795,0.0,3.7,100,basement,Safe,22.1,0.0,1.3048,107.4,5,6
20.14,50.2,752,0.0,2.3,94,basement,Safe,22.65,0.0,1.3004,98.6,5,6
18.26,42.3,430,0.0,0.1,96,kitchen,Safe,20.375,0.0,1.0996,96.2,5,6
21.13,40.3,507,0.0,4.8,120,bedroom,Safe,23.145,0.0,1.4598,129.6,5,6
19.06,45.5,414,0.0,2.5,59,kitchen,Safe,21.335,0.0,1.2435999999999998,64.0,5,6
32.76,51.9,1240,0.0,27.3,253,living_room,Warning,35.355,0.0,3.0576,307.6,5,6
20.66,55.2,767,0.0,5.0,87,living_room,Safe,23.42,0.0,1.4396,97.0,5,6
27.46444753049495,65.74134312949491,1276,0.0,19.5,294,bedroom,Warning,30.751514686969696,0.0,2.4278668518296973,333.0,5,6
24.27,51.3,604,0.0,8.8,65,kitchen,Safe,26.835,0.0,1.8082,82.6,5,6
25.057092744898657,65.94029235689248,1226,0.0,11.7,205,garage,Warning,28.35410736274328,0.0,1.97142556469392,228.4,5,6
18.74,42.5,651,0.0,3.0,119,bedroom,Safe,20.865,0.0,1.2444,125.0,5,6
22.93,55.3,768,0.0,9.5,129,bedroom,Safe,25.695,0.0,1.7558,148.0,5,6
